frame_index,track_id,class_name,confidence,x1,y1,x2,y2,vel_x,vel_y,acc_x,acc_y,agent_yaw,ego_x,ego_y,ego_yaw
0,1165,pedestrian,1.0,768.9554999999999,1504.6655,769.8185,1505.4065,1.4100000000000819,0.5799999999999272,0.0,0.0,0.39084903259154724,782.4753078055458,1489.139336811987,-0.7638373698585544
0,1166,vehicle,1.0,780.6535,1491.0485,785.2465000000001,1492.8355,0.02599999999983993,0.009999999999763531,0.0,0.0,-0.6875724588232344,782.4753078055458,1489.139336811987,-0.7638373698585544
0,1167,pedestrian,1.0,776.6005,1485.51,777.1395,1486.18,0.0,0.0,0.0,0.0,0.9148143274595189,782.4753078055458,1489.139336811987,-0.7638373698585544
0,1168,pedestrian,1.0,762.6445,1500.343,763.4195000000001,1500.959,-0.8880000000001473,-1.3760000000002037,0.0,0.0,-2.144154439437626,782.4753078055458,1489.139336811987,-0.7638373698585544
0,1169,pedestrian,1.0,796.9200000000001,1495.5595,797.692,1496.2085,-1.1820000000000164,0.5880000000001928,0.0,0.0,2.619250514981684,782.4753078055458,1489.139336811987,-0.7638373698585544
0,1170,pedestrian,1.0,805.3955,1488.939,806.1625,1489.8509999999999,-0.8099999999999454,0.7959999999998217,0.0,0.0,2.3986234442130874,782.4753078055458,1489.139336811987,-0.7638373698585544
0,1171,pedestrian,1.0,822.6474999999999,1474.2224999999999,823.3065,1474.7435,-3.8379999999999654,3.5219999999999345,0.0,0.0,2.407559530073712,782.4753078055458,1489.139336811987,-0.7638373698585544
0,1172,pedestrian,1.0,786.161,1486.6055000000001,786.965,1487.3665,-1.0679999999999836,-0.7640000000001237,0.0,0.0,-2.4459044138019985,782.4753078055458,1489.139336811987,-0.7638373698585544
0,1173,pedestrian,1.0,763.047,1502.5285000000001,763.6890000000001,1503.2195,-0.5460000000000491,-0.6959999999999127,0.0,0.0,-2.0750219473471576,782.4753078055458,1489.139336811987,-0.7638373698585544
0,1174,vehicle,1.0,776.494,1494.61,787.5179999999999,1497.166,0.5740000000000691,-0.4559999999996762,0.0,0.0,-0.6701191663032913,782.4753078055458,1489.139336811987,-0.7638373698585544
0,1175,pedestrian,1.0,765.1785000000001,1507.1570000000002,765.9995,1507.911,1.25,0.8519999999998618,0.0,0.0,0.5974960160755862,782.4753078055458,1489.139336811987,-0.7638373698585544
