frame_index,track_id,class_name,confidence,x1,y1,x2,y2,vel_x,vel_y,acc_x,acc_y,agent_yaw
0,0,ego,1.0,1350.352220807844,1005.9514215702876,1354.852220807844,1007.9514215702876,-4.584080536569816,3.9014262821304575,0.5963249137385103,-0.4896683579463615,2.4398401903619646
0,1481,vehicle,1.0,1358.537,1042.7949999999998,1361.2830000000001,1044.459,0.008947576807614762,-0.03368499504069955,0.01861565960462328,-0.06814068642073712,1.0456791122065594
0,1482,vehicle,1.0,1376.472,1017.4075,1382.3799999999999,1019.8185000000001,0.0,0.0,0.05759286669689516,-0.049866994335069796,-2.2858228136038354
0,1483,vehicle,1.0,1297.5884999999998,1066.688,1302.0335,1068.812,-0.034373414933434196,-0.03953192314411573,0.0004465312628442226,-0.0017323511231650138,-2.2566059996234014
0,1484,vehicle,1.0,1316.4989999999998,1027.4470000000001,1325.491,1031.031,0.0,0.0,0.0,0.0,2.4476322891039457
0,1485,vehicle,1.0,1322.7385,1020.466,1336.4895000000001,1023.6260000000001,-0.006685106220621876,-0.009738302241071166,-0.0011608756298700739,0.00017278585023538384,2.4242099726359143
0,1486,vehicle,1.0,1382.8405,1025.654,1387.6035,1027.8760000000002,0.0,0.0,0.0,0.0,1.06075875692858
0,1487,vehicle,1.0,1372.749,1045.0025,1378.287,1047.3155000000002,0.02574508836827585,0.02957420947678846,-0.11971142252271236,0.08282193452830232,0.9711011963889603
0,1488,pedestrian,1.0,1335.5575000000001,993.476,1336.5885,994.4520000000001,0.045473756615150164,-0.5129695837674617,0.1663345473200411,0.05200065469535592,-2.386877381618697
0,1489,pedestrian,1.0,1321.5324999999998,1051.2925,1322.3615,1052.1855,1.1103735332870008,0.8388436985516363,-0.12097436880261374,0.2939776165892942,0.6849021023301963
0,1490,vehicle,1.0,1385.2505,1038.884,1390.9955,1041.616,0.0,0.0,0.0,0.0,-2.1804223806470153
0,1491,vehicle,1.0,1315.371,1036.148,1319.413,1037.948,-0.04363777525957039,-0.010790958336184306,-0.0011014335270433042,-0.0012323100663882342,2.4416283571184287
0,1492,vehicle,1.0,1349.2185,1026.3795,1355.6855,1028.7244999999998,-0.26688038750318993,-0.1272814155781855,0.043116699852962896,-0.012047395997332816,-2.271388940729633
0,1493,vehicle,1.0,1360.098,1016.0020000000001,1364.6779999999999,1018.158,0.04006318464008376,0.09006681587780771,-0.07869005057043653,-0.018621983764865326,0.8958600521447225
0,1494,vehicle,1.0,1375.2445,1003.4755,1379.9395000000002,1005.8085000000001,-0.09596119666520657,-0.1088050810590045,0.031683208225888576,0.03533164517122955,0.8501149689178761
0,1495,vehicle,1.0,1368.8174999999999,1008.0605,1373.9145,1010.1875,-0.07390533807777735,-0.07801119019323202,0.012058868764867262,0.03656975547917681,0.810181836124957
0,1496,vehicle,1.0,1359.577,1040.2649999999999,1366.325,1042.875,-0.11033167906922617,0.03284681692361352,0.08200253406563705,-0.05140257494038912,1.0685603816705234
0,1497,vehicle,1.0,1372.9635,1004.746,1377.5905,1006.996,0.0,0.0,0.0,0.0,-2.2917918441350627
0,1498,vehicle,1.0,1358.235,1018.6835000000001,1362.131,1020.8225,0.025161440740096134,-0.02310851468248252,0.000779978562020975,-0.0007442613434904266,0.8260468820649493
0,1499,pedestrian,1.0,1318.893,1050.602,1319.719,1051.43,1.1702602915419242,0.7904313850771634,0.29351211284565204,-0.10498294294203513,0.5605124862585127
0,1500,vehicle,1.0,1389.8035000000002,1036.4830000000002,1395.2645,1039.143,0.0,0.0,0.0,0.0,0.8680220473452848
0,1501,vehicle,1.0,1365.2235,1011.499,1370.9265,1013.921,-0.09312247862266472,0.07480330249995706,0.062098412145102734,-0.04988233106723342,-2.2539356482096897
0,1502,vehicle,1.0,1370.6924999999999,987.457,1375.8475,989.9430000000001,-5.032145789968957,4.271293547817158,-0.03950020591980082,0.13037721299786695,2.429393599754785
1,0,ego,1.0,1347.7007116439067,1008.2066202499623,1352.2007116439067,1010.2066202499623,-4.285998550715818,3.656658181412596,0.29501989244800514,-0.21848236854047776,2.441553865237398
1,1481,vehicle,1.0,1358.537,1042.7949999999998,1361.2830000000001,1044.459,0.018252894521309026,-0.06774614301187845,0.022079406311439332,-0.0811303833185728,1.0456791122065594
1,1482,vehicle,1.0,1376.472,1017.4075,1382.3799999999999,1019.8185000000001,0.02878866148390213,-0.024926767870184576,0.02328507031922618,-0.019921773434374377,-2.2858228136038354
1,1483,vehicle,1.0,1297.5715,1066.669,1302.0165000000002,1068.793,-0.03415020955913574,-0.040397864933721835,0.0009370981353934881,-0.0016132747648537659,-2.2566059996234014
1,1484,vehicle,1.0,1316.4989999999998,1027.4470000000001,1325.491,1031.031,0.0,0.0,0.0,0.0,2.4476322891039457
1,1485,vehicle,1.0,1322.7355,1020.461,1336.4865000000002,1023.6210000000001,-0.007265387381292819,-0.00965193263252548,-0.0013127518186374719,0.00044194805777881044,2.4242099726359143
1,1486,vehicle,1.0,1382.8405,1025.654,1387.6035,1027.8760000000002,0.0,0.0,0.0,0.0,1.06075875692858
1,1487,vehicle,1.0,1372.78,1044.9805,1378.318,1047.2935,-0.03409446844525112,0.07097400034196066,-0.15845588126688093,0.07727353930397256,0.9711011963889603
1,1488,pedestrian,1.0,1335.5535,993.2209999999999,1336.5845,994.197,0.12861858427369272,-0.4869762736437517,0.26160629802174634,0.07755422747413582,-1.981088330530016
1,1489,pedestrian,1.0,1322.0884999999998,1051.6465,1322.9175,1052.5395,1.0499026737617025,0.9857928360615741,-0.15877533982678863,0.3589500838860193,0.946701490129346
1,1490,vehicle,1.0,1385.2505,1038.884,1390.9955,1041.616,0.0,0.0,0.0,0.0,-2.1804223806470153
1,1491,vehicle,1.0,1315.3500000000001,1036.1429999999998,1319.392,1037.943,-0.04418834339023751,-0.01140694707540031,-0.0009302978456171255,-0.0013503171866892612,2.4416283571184287
1,1492,vehicle,1.0,1349.0884999999998,1026.3175,1355.5555,1028.6625,-0.24532785595613849,-0.1333034878420138,0.07042139145907649,-0.016516735687945105,-2.2626622944696617
1,1493,vehicle,1.0,1360.137,1016.051,1364.7169999999999,1018.207,0.0007287781771117737,0.0807583369374057,-0.08176810567263416,-0.03366544151755325,0.8958600521447225
1,1494,vehicle,1.0,1375.1975,1003.4225,1379.8925000000002,1005.7555000000001,-0.0801238680401277,-0.09114402629927142,0.04966338905688886,0.05579490657975672,0.8501149689178761
1,1495,vehicle,1.0,1368.7814999999998,1008.0225,1373.8785,1010.1495,-0.0678775309783735,-0.05973124735621654,0.01968264201137218,0.057148163612539694,0.810181836124957
1,1496,vehicle,1.0,1359.523,1040.281,1366.271,1042.891,-0.06934147786146018,0.007152465969564728,0.07122714943881893,-0.04424524426094005,1.0685603816705234
1,1497,vehicle,1.0,1372.9635,1004.746,1377.5905,1006.996,0.0,0.0,0.0,0.0,-2.2917918441350627
1,1498,vehicle,1.0,1358.2469999999998,1018.6725,1362.143,1020.8114999999999,0.025551324766965266,-0.023480544919943423,0.016204130939019585,-0.01407950135688069,0.8326579777164428
1,1499,pedestrian,1.0,1319.411,1050.996,1320.237,1051.824,1.3169767399974044,0.7379540805205386,0.3127256456429145,-0.2037071798888971,0.403432853579023
1,1500,vehicle,1.0,1389.8035000000002,1036.4830000000002,1395.2645,1039.143,0.0,0.0,0.18426160355924143,-0.19057914425279276,0.8680220473452848
1,1501,vehicle,1.0,1365.1625,1011.548,1370.8654999999999,1013.97,-0.062081652415109816,0.04986886833330471,0.0719851411701994,-0.05783563715236136,-2.2539356482096897
1,1502,vehicle,1.0,1368.2295,989.524,1373.3845000000001,992.0100000000001,-5.051890562576896,4.336464560574065,0.011532822189184841,0.10613375002125323,2.429393599754785
1,1503,vehicle,1.0,1377.0555,1001.1985000000001,1381.7224999999999,1003.4335,-0.17565235936052914,0.16494715552923767,0.04193181000638683,-0.042152191755580944,-2.3368736982038176
1,1504,pedestrian,1.0,1313.3735,1047.4844999999998,1314.2105,1048.1775,1.5157089404352604,1.013133254286614,-0.1950555102470201,-0.11694557027245221,0.5692565895361872
1,1505,vehicle,1.0,1349.6265,1043.654,1355.2175,1046.034,0.0,0.0,0.009629661109555213,0.14222268715738878,1.5030950016200966
2,0,ego,1.0,1346.6817807216414,1009.0780244384576,1351.1817807216414,1011.0780244384576,-4.303818166131358,3.693872865992748,0.10371539980268274,-0.04644995754210852,2.44116230006429
2,1481,vehicle,1.0,1358.5539999999999,1042.731,1361.3,1044.3950000000002,0.029922524291227007,-0.11075706416380555,-0.03961906474325305,-0.03358195657939303,1.0456791122065594
2,1482,vehicle,1.0,1376.472,1017.4075,1382.3799999999999,1019.8185000000001,0.022120301615399227,-0.018925243988554708,-0.046684127463031605,0.040717089392603684,-2.2858228136038354
2,1483,vehicle,1.0,1297.5555,1066.6490000000001,1302.0005,1068.773,-0.03348319243833541,-0.04106449847662877,0.001666914987076269,2.2803916924510747e-05,-2.2566059996234014
2,1484,vehicle,1.0,1316.4989999999998,1027.4470000000001,1325.491,1031.031,0.0,0.0,-0.0007019596346145724,0.0007019596346145724,2.4476322891039457
2,1485,vehicle,1.0,1322.7314999999999,1020.457,1336.4825,1023.6170000000001,-0.007932191403372991,-0.009318461364389971,-0.0009231710501391966,0.000869498219590201,2.4242099726359143
2,1486,vehicle,1.0,1382.8405,1025.654,1387.6035,1027.8760000000002,0.0,0.0,0.0,0.0,1.06075875692858
2,1487,vehicle,1.0,1372.739,1045.1005,1378.277,1047.4135,-0.12478449296020248,0.10298236211963968,-0.1399072550623053,0.014341992178860022,0.9711011963889603
2,1488,pedestrian,1.0,1335.6515,992.986,1336.6825,993.9620000000001,0.29399395163259673,-0.4392947835732497,0.37108787172117286,0.04423621126789778,-1.5752992794413354
2,1489,pedestrian,1.0,1322.5855,1052.2135,1323.4145,1053.1065,0.9595404733947088,1.1798383363851144,-0.24145028409270214,0.3641514948401737,1.1299610615887508
2,1490,vehicle,1.0,1385.2505,1038.884,1390.9955,1041.616,0.0,0.0,0.0,0.0,-2.1804223806470153
2,1491,vehicle,1.0,1315.328,1036.137,1319.37,1037.9370000000001,-0.0445215376298397,-0.012073729787441681,0.00044834871602607534,-0.0008487966562715124,2.4416283571184287
2,1492,vehicle,1.0,1348.9585,1026.2555000000002,1355.4255,1028.6005,-0.19998162370754602,-0.14297194904492386,0.20421679179468827,0.10969990325135624,-2.2539356482096897
2,1493,vehicle,1.0,1360.1000000000001,1016.08,1364.68,1018.236,-0.03761470660961778,0.058085391292244805,-0.0411241698886977,-0.05270642621207783,0.8958600521447225
2,1494,vehicle,1.0,1375.1515,1003.3694999999999,1379.8465,1005.7025,-0.04878207587576989,-0.05580115428416549,0.06738035137515058,0.07639884503249054,0.8501149689178761
2,1495,vehicle,1.0,1368.7455,1007.9845,1373.8425000000002,1010.1115,-0.055207263650233616,-0.023721699178391425,0.028020447546771778,0.07759631734224672,0.810181836124957
2,1496,vehicle,1.0,1359.47,1040.297,1366.218,1042.9070000000002,-0.042667463020418954,-0.009185186187448196,0.0027067273176570746,9.76256726631639e-05,1.0685603816705234
2,1497,vehicle,1.0,1372.9635,1004.746,1377.5905,1006.996,0.0,0.0,-0.019654869769686847,-0.004913717442421712,-2.2917918441350627
2,1498,vehicle,1.0,1358.26,1018.6605000000001,1362.1560000000002,1020.7995,0.04055500661181163,-0.036483729459114274,0.019900571514841904,-0.01677779682779911,0.8392690733679367
2,1499,pedestrian,1.0,1320.132,1051.355,1320.958,1052.183,1.4673427357714341,0.5969140712537994,0.14762581701129188,-0.2618735457550017,0.24635322089953338
2,1500,vehicle,1.0,1389.8035000000002,1036.4830000000002,1395.2645,1039.143,0.17504444654831486,-0.18104597043005843,0.5526969681864838,-0.571646578524581,0.8680220473452848
2,1501,vehicle,1.0,1365.1625,1011.548,1370.8654999999999,1013.97,-0.024738187199798176,0.019860726832805795,0.05450482987117058,-0.04409903171812397,-2.2539356482096897
2,1502,vehicle,1.0,1365.8125,991.6439999999999,1370.9675000000002,994.13,-5.021189864055738,4.372118262102218,0.13918976732334198,-0.021322955721874676,2.429393599754785
2,1503,vehicle,1.0,1376.9865,1001.2645,1381.6535,1003.4994999999999,-0.15677831412461926,0.14597391364279386,0.07369793294063913,-0.07146245625605362,-2.319420405683875
2,1504,pedestrian,1.0,1314.0975,1047.9585,1314.9345,1048.6515000000002,1.4279119547254855,0.9604945539031737,-0.21845597540460515,-0.1408606076281464,0.5692565895361872
2,1505,vehicle,1.0,1349.6265,1043.654,1355.2175,1046.034,0.004334433914504142,0.0640162547376885,0.00912795289417847,0.13481284274562486,1.5030950016200966
2,1506,vehicle,1.0,1301.742,1072.1100000000001,1307.008,1074.612,-0.048538182592335485,-0.05404281255269869,-0.020319687061674845,0.050758475100933925,-2.30495162111494
3,0,ego,1.0,1344.1974060612763,1011.2136374686876,1348.6974060612763,1013.2136374686876,-4.187526185260565,3.612556368150828,0.32462315221967086,-0.25269890331419825,2.438828108583624
3,1481,vehicle,1.0,1358.572,1042.666,1361.318,1044.3300000000002,-0.019363342120648386,-0.09963046016516282,-0.18759414223015689,0.13425690263080778,1.0456791122065594
3,1482,vehicle,1.0,1376.554,1017.3365,1382.462,1019.7475000000001,-0.015535483910563613,0.013731985936585757,-0.0705379482769158,0.06093404401249884,-2.2858228136038354
