frame_index,track_id,class_name,confidence,x1,y1,x2,y2,vel_x,vel_y,acc_x,acc_y,agent_yaw,ego_x,ego_y,ego_yaw
0,3510,vehicle,1.0,685.669,1116.2404999999999,694.911,1118.8835,-0.06652888383398117,-0.08928876514545965,0.05546859445044486,0.07444469255179056,-2.2153638728534393,661.1022595597068,1111.6058261403916,1.631274618269472
0,3511,pedestrian,1.0,688.5705,1103.084,689.1475,1103.7459999999999,0.015005748601019093,-0.08778359950575196,-0.00038168529243293864,-0.0011027477669527008,0.16898277817981408,661.1022595597068,1111.6058261403916,1.631274618269472
0,3512,vehicle,1.0,645.527,1090.967,649.827,1092.703,0.3491362548462662,-0.30036891335441074,-0.010600962293095081,0.028313773272404797,0.8384561726578924,661.1022595597068,1111.6058261403916,1.631274618269472
0,3513,pedestrian,1.0,618.7805,1141.6965,619.3455,1142.2395000000001,-0.0672758027050725,-0.022758688901440144,0.025767868030317033,0.008361888876281968,-2.247024145506434,661.1022595597068,1111.6058261403916,1.631274618269472
0,3514,vehicle,1.0,706.949,1140.9019999999998,714.621,1143.434,0.06952669480549195,0.08003065920592803,-0.0003534295569807757,-1.4090121712506766e-05,-2.2851770429332126,661.1022595597068,1111.6058261403916,1.631274618269472
0,3515,vehicle,1.0,652.614,1096.8605,657.174,1098.7175,2.384157901621556,3.4215366007338943,-0.08348256511708617,0.3812850281201321,1.0478956828972121,661.1022595597068,1111.6058261403916,1.631274618269472
0,3516,bicycle,1.0,630.489,1126.7595000000001,632.037,1127.3105,-0.017256640701580728,-0.19607499581286586,-1.5889132847470563e-05,-0.0010269001249852494,-2.023988520375079,661.1022595597068,1111.6058261403916,1.631274618269472
0,3517,vehicle,1.0,696.5345,1104.096,703.3955000000001,1108.44,-0.002250892100419453,-0.01275485650074182,0.0003605123639142036,2.1172928637277305e-05,-0.13477432486156782,661.1022595597068,1111.6058261403916,1.631274618269472
1,3510,vehicle,1.0,685.631,1116.1895,694.8729999999999,1118.8325,-0.044352589222654115,-0.05952584343030643,0.09189194349591441,0.12299516230908691,-2.2153638728534393,661.0022833710334,1112.7063252747398,1.7259876073624651
1,3511,pedestrian,1.0,688.5765,1103.0490000000002,689.1535,1103.711,0.014853151161374839,-0.0882244770798858,-0.00649046558306072,0.036085003607329524,0.16898277817981408,661.0022833710334,1112.7063252747398,1.7259876073624651
1,3512,vehicle,1.0,645.6750000000001,1090.834,649.975,1092.57,0.34489799957218903,-0.28904909204168355,0.12379076223121972,0.18327137113945063,0.8384561726578924,661.0022833710334,1112.7063252747398,1.7259876073624651
1,3513,pedestrian,1.0,618.7534999999999,1141.6875,619.3185,1142.2305000000001,-0.05697383203847084,-0.019415613183282655,0.03282193916495752,0.010849707882933941,-2.247024145506434,661.0022833710334,1112.7063252747398,1.7259876073624651
1,3514,vehicle,1.0,706.977,1140.934,714.649,1143.4660000000001,0.06938539398369163,0.08002502598782864,-0.00014765019754277582,-0.0003463472009306563,-2.2677237504132695,661.0022833710334,1112.7063252747398,1.7259876073624651
1,3515,vehicle,1.0,653.549,1098.1475,658.1089999999999,1100.0045,2.3507816465120137,3.573974015062722,-0.18550450169415816,0.3914728439115576,1.0060088878225097,661.0022833710334,1112.7063252747398,1.7259876073624651
1,3516,bicycle,1.0,630.482,1126.6815000000001,632.03,1127.2325,-0.017262993162728068,-0.1964855495673589,-0.008175494232530016,0.033290290035341626,-2.023988520375079,661.0022833710334,1112.7063252747398,1.7259876073624651
1,3517,vehicle,1.0,696.5335,1104.091,703.3945000000001,1108.435,-0.0021067595787214346,-0.012746391582748191,0.0023121375437379493,0.013182792898062021,-0.13477432486156782,661.0022833710334,1112.7063252747398,1.7259876073624651
1,3518,bicycle,1.0,631.074,1126.1895,632.622,1126.7404999999999,-0.11978814119225717,-0.2473045495583217,0.04932793149310325,0.10294979588342233,-2.023988520375079,661.0022833710334,1112.7063252747398,1.7259876073624651
1,3519,pedestrian,1.0,617.8335,1143.6465,618.4265,1144.2535,0.0,0.0,0.0,0.0,2.487373436724549,661.0022833710334,1112.7063252747398,1.7259876073624651
1,3520,pedestrian,1.0,619.8975,1139.249,620.4925000000001,1140.0049999999999,-0.11175790693335738,-0.15653682915897918,0.028193935916165352,0.04584907180286106,0.8905367974751911,661.0022833710334,1112.7063252747398,1.7259876073624651
1,3521,pedestrian,1.0,709.787,1138.8685,710.193,1139.3294999999998,0.0,0.0,0.0,0.0,2.430964395320135,661.0022833710334,1112.7063252747398,1.7259876073624651
1,3522,bicycle,1.0,629.177,1127.9415000000001,630.725,1128.4925,-0.1215318131586483,-0.17320558166291222,0.004725826060975719,0.006205091912888747,-2.181068153054568,661.0022833710334,1112.7063252747398,1.7259876073624651
1,3523,pedestrian,1.0,617.614,1141.4344999999998,618.0260000000001,1141.8775,-0.07061563917713835,-0.04940065033499519,0.02534146150831885,0.017444318145094898,0.6191712601108308,661.0022833710334,1112.7063252747398,1.7259876073624651
2,3510,vehicle,1.0,685.631,1116.1895,694.8729999999999,1118.8325,0.025338806679447948,0.03367393512828692,0.07488688387001845,0.10020292823505085,-2.2153638728534393,660.7941405685226,1113.7892218678464,1.8267630415199174
2,3511,pedestrian,1.0,688.5855,1102.996,689.1625,1103.658,0.00851699604243167,-0.051708119790585066,-0.016977822172432582,0.10019936378141689,0.16898277817981408,660.7941405685226,1113.7892218678464,1.8267630415199174
2,3512,vehicle,1.0,645.855,1090.699,650.155,1092.435,0.4728943450599617,-0.11714591291194616,0.3716260968695559,0.4197419194879644,0.8098943307926886,660.7941405685226,1113.7892218678464,1.8267630415199174
2,3513,pedestrian,1.0,618.7135,1141.6734999999999,619.2785,1142.2165,-0.03446252621374464,-0.01191184457504059,0.014709506722073369,-0.018641308668840062,-2.247024145506434,660.7941405685226,1113.7892218678464,1.8267630415199174
2,3514,vehicle,1.0,707.018,1140.982,714.69,1143.5140000000001,0.06937908357717236,0.0796844034161949,-6.740381681210002e-06,-0.0006140205536879181,-2.2851770429332126,660.7941405685226,1113.7892218678464,1.8267630415199174
2,3515,vehicle,1.0,655.043,1100.4835,659.603,1102.3405,2.198702360013118,3.812906123465535,-0.4147838613848479,0.37665151757060866,1.030440993767508,660.7941405685226,1113.7892218678464,1.8267630415199174
